TaxNumCl_2023,Taxonomy,Common_Name,AlphaCode,Scientific_Name,NFA_new,NFA_min,NFA_max,NFA_Score,NFA_Uncertainty_pct,DFA_new,DFA_min,DFA_max,DFA_Score,DFA_Uncertainty_pct,FA_N&D,FA24,FA24_min,FA24_max,FA,FA_litSourceNo,FA_litSourceNo_rescaled,FA_valueRangeDif,FA_actVSsimSpp,uFA,uFA_old,FA_Reference,RSZt_new,RSZt_min,RSZt_max,RSZt_litSourceNo,RSZt_litSourceNo_rescaled,RSZt_valueRangeDif,RSZt_actVSsimSpp,uRSZt,RSZt_Score,RSZt_Uncertainty_pct,RSZt_Reference,MA_new,MA_min,MA_max,MA_litSourceNo,MA_litSourceNo_rescaled,MA_valueRangeDif,MA_actVSsimSpp,uMA,MA_Collision_Score,MA_Uncertainty_pct,MA_Reference,CV_new,uCV,CV_Best_Estimate_old,uCV_old
6756,Tropicbirds,Red-billed Tropicbird,RBTR,Phaethon aethereus,0.17,0.17,NA,NA,NA,0.58,0.51,0.65,NA,NA,0.375,0.26,0.25,0.39,0.318,2,0.667,0.14,0.5,0.436,NA,"similar spp: RTTR: Adams et al. 2020, Bonnet-Lebrun et al. 2021",0.706,0.706,NA,1,0.833,0,0.5,0.444,NA,NA,similar spp: RTTR: Adams et al. 2020,0.235,0.18,0.29,1,0.833,0.11,0.25,0.398,NA,NA,Robinson Willmott et al. 2013,0.17148,0.077,NA,0
6085,Phalaropes,Red Phalarope,REPH,Phalaropus fulicarius,0.218,NA,NA,3,0.5,0.435,0.39,0.48,3,0.5,0.326,0.71,0.65,0.77,0.518,5,0.167,0.12,0.5,0.262,0.5,"Adams et al. 2016, R. Carle pers. comm., Drew et al. 2005, Takekawa et al. 2017; similar spp: RNPH: van Bemmelen et al. 2016",0.42,0.09,0.75,1,0.833,0.66,0.5,0.664,1,0.5,Robinson Willmott et al. 2013,0.27,0.27,NA,1,0.833,0,0.75,0.528,3,0.5,similar spp: shorebirds: Krijgsveld et al. 2011,0.15886,0.092,7,0.125
6086,Phalaropes,Red-necked Phalarope,RNPH,Phalaropus lobatus,0.193,NA,NA,2,0.5,0.385,0.25,0.52,3,0.5,0.289,0.71,0.65,0.77,0.499,5,0.167,0.27,0.25,0.229,0.5,"Adams et al. 2016, R. Carle pers. comm., Drew et al. 2005, Takekawa et al. 2017,  van Bemmelen et al. 2016",0.42,0.09,0.75,1,0.833,0.66,0.25,0.581,1,0.5,Robinson Willmott et al. 2013,0.27,0.27,NA,1,0.833,0,0.75,0.528,3,0.5,similar spp: shorebirds: Krijgsveld et al. 2011,0.15311,0.07,6.33,0.125
296,Sea Ducks,Brant,BRAN,Branta bernicla,0.75,0.75,NA,1,0.5,0.75,0.75,NA,1,0.5,0.75,0.62,0.49,0.64,0.685,3,0.5,0.15,0.5,0.383,0.5,"Drew et al. 2005, Lewis et al. 2020; similar spp: geese: Weiser et al. 2024",0.31,0.18,0.42,2,0.667,0.24,0.5,0.469,5,0.25,"Robinson Willmott et al. 2013, Weiser et al. 2024",0.68,0.68,NA,1,0.833,0,0.25,0.361,1,0.25,Krijgsveld et al. 2011,0.06795,0.065,7,3.125
6543,Gulls,Glaucous-winged Gull,GWGU,Larus glaucescens,NA,NA,NA,3,0.5,0.56,0.4,0.62,3,0.5,NA,0.268,0.105,0.388,0.268,4,0.333,0.283,0.5,0.372,0.5,similar spp: BTGU: Park et al. 2024; HERG: VanDonk et al. 2018; LBBG: Brown et al. 2023; WEGU: Shaffer et al. 2017,0.35,0.038,0.473,9,0,0.435,0.5,0.312,5,0.1,"similar spp: HEEG/GBBG: Borkenhagen et al. 2018, Bradbury et al. 2014, Johnston and Cook 2016; GBBG: Cook et al. 2012, Furness et al. 2013, Johnston et al. 2014, Skov et al. 2018; SBGU: Mikami et al. 2022; gull spp: Cook et al. 2018",0.298,0,0.473,4,0.333,0.473,0.5,0.435,1,0.5,"similar spp: gulls: Cook et al. 2012, Krijgsveld et al. 2011; GBBG: Cook et al. 2014, Skov et al. 2018",0.06577,0.05,9,0.025
6470,Gulls,Heermanns Gull,HEEG,Larus heermanni,NA,NA,NA,2,0.5,0.23,0.14,0.32,3,0.5,NA,0.268,0.105,0.388,0.268,4,0.333,0.283,0.5,0.372,0.5,similar spp: BTGU: Park et al. 2024; HERG: VanDonk et al. 2018; LBBG: Brown et al. 2023; WEGU: Shaffer et al. 2017,0.266,0.038,0.66,10,0,0.622,0.5,0.374,5,0.25,"similar spp: LBBG: Bradbury et al. 2014, Borkenhagen et al. 2018, Johnston and Cook 2016, Ross-Smith et al. 2016, Skov et al. 2018; COGU/LBBG: Cook et al. 2012, Furness et al. 2013, Johnston et al. 2014; COGU:  BTGU: Mikami et al. 2022; gull spp: Cook et al. 2018",0.298,0,0.639,4,0.333,0.639,0.5,0.491,2,0.5,"similar spp: gulls: Cook et al. 2012, Krijgsveld et al. 2011; LBBG: Cook et al. 2014, Skov et al. 2018",0.04989,0.068,9.33,0.063
6477,Gulls,Short-billed Gull,SBIG,Larus brachyrhynchus,NA,NA,NA,2,0.5,0.34,0.32,0.34,3,0.5,NA,0.268,0.105,0.388,0.268,4,0.333,0.283,0.5,0.372,0.5,similar spp: BTGU: Park et al. 2024; HERG: VanDonk et al. 2018; LBBG: Brown et al. 2023; WEGU: Shaffer et al. 2017,0.266,0.038,0.66,10,0,0.622,0.5,0.374,5,0.25,"similar spp: LBBG: Bradbury et al. 2014, Borkenhagen et al. 2018, Johnston and Cook 2016, Ross-Smith et al. 2016, Skov et al. 2018; COGU/LBBG: Cook et al. 2012, Furness et al. 2013, Johnston et al. 2014; COGU: BTGU: Mikami et al. 2022; gull spp: Cook et al. 2018",0.298,0,0.639,4,0.333,0.639,0.5,0.491,2,0.5,"similar spp: gulls: Cook et al. 2012, Krijgsveld et al. 2011; LBBG: Cook et al. 2014, Skov et al. 2018",0.04989,0.068,9.33,0.063
6479,Gulls,Ring-billed Gull,RBGU,Larus delawarensis,NA,NA,NA,3,0.5,0.32,0.32,NA,3,0.5,NA,0.268,0.105,0.388,0.268,4,0.333,0.283,0.5,0.372,0.5,similar spp: BTGU: Park et al. 2024; HERG: VanDonk et al. 2018; LBBG: Brown et al. 2023; WEGU: Shaffer et al. 2017,0.266,0.038,0.66,10,0,0.622,0.5,0.374,5,0.25,"similar spp: LBBG: Bradbury et al. 2014, Borkenhagen et al. 2018, Johnston and Cook 2016, Ross-Smith et al. 2016, Skov et al. 2018; COGU/LBBG: Cook et al. 2012, Furness et al. 2013, Johnston et al. 2014; COGU: BTGU: Mikami et al. 2022; gull spp: Cook et al. 2018",0.298,0,0.639,4,0.333,0.639,0.5,0.491,2,0.5,"similar spp: gulls: Cook et al. 2012, Krijgsveld et al. 2011; LBBG: Cook et al. 2014, Skov et al. 2018",0.04989,0.068,10,0.063
6539,Gulls,California Gull,CAGU,Larus californicus,NA,NA,NA,2,0.5,0.37,0.24,0.5,3,0.5,NA,0.268,0.105,0.388,0.268,4,0.333,0.283,0.5,0.372,0.5,similar spp: BTGU: Park et al. 2024; HERG: VanDonk et al. 2018; LBBG: Brown et al. 2023; WEGU: Shaffer et al. 2017,0.266,0.038,0.66,10,0,0.622,0.5,0.374,5,0.25,"similar spp: LBBG: Bradbury et al. 2014, Borkenhagen et al. 2018, Johnston and Cook 2016, Ross-Smith et al. 2016, Skov et al. 2018; COGU/LBBG: Cook et al. 2012, Furness et al. 2013, Johnston et al. 2014; BTGU: Mikami et al. 2022; gull spp: Cook et al. 2018",0.298,0,0.639,4,0.333,0.639,0.5,0.491,2,0.5,"similar spp: gulls: Cook et al. 2012, Krijgsveld et al. 2011; LBBG: Cook et al. 2014, Skov et al. 2018",0.04989,0.068,9.33,0.063
6553,Gulls,Iceland Gull,ICGU,Larus glaucoides,NA,NA,NA,2,0.5,0.32,0.32,NA,3,0.5,NA,0.268,0.105,0.388,0.268,4,0.333,0.283,0.5,0.372,0.5,similar spp: BTGU: Park et al. 2024; HERG: VanDonk et al. 2018; LBBG: Brown et al. 2023; WEGU: Shaffer et al. 2017,0.266,0.038,0.66,10,0,0.622,0.5,0.374,5,0.25,"similar spp: LBBG: Bradbury et al. 2014, Borkenhagen et al. 2018, Johnston and Cook 2016, Ross-Smith et al. 2016, Skov et al. 2018; COGU/LBBG: Cook et al. 2012, Furness et al. 2013, Johnston et al. 2014; COGU: BTGU: Mikami et al. 2022; gull spp: Cook et al. 2018",0.298,0,0.639,4,0.333,0.639,0.5,0.491,2,0.5,"similar spp: gulls: Cook et al. 2012, Krijgsveld et al. 2011; LBBG: Cook et al. 2014, Skov et al. 2018",0.04989,0.068,9.33,0.063
6496,Gulls,Herring Gull,HERG,Larus argentatus,NA,NA,NA,3,0.25,0.46,0.32,0.46,2,0.5,NA,0.15,0.15,NA,0.15,1,0.833,0,0.25,0.361,0.375,VanDonk et al. 2018,0.35,0.038,0.73,8,0,0.692,0.5,0.397,5,0.1,"Bradbury et al. 2014, Borkenhagen et al. 2018, Cook et al. 2012, Furness et al. 2013, Johnston and Cook 2016, Skov et al. 2018; similar spp: Cook et al. 2018",0.298,0,0.473,3,0.5,0.473,0.5,0.491,1,0.5,"similar spp: gulls: Cook et al. 2012, Krijgsveld et al. 2011; GBBG: Cook et al. 2014, Skov et al. 2018",0.03688,0.07,9.67,0.019
6409,Gulls,Black-legged Kittiwake,BLKI,Rissa tridactyla,0.033,0.033,NA,3,0.25,0.625,0.48,0.77,3,0.25,NA,0.31,0.31,NA,0.31,1,0.833,0,0.25,0.361,0.25,Bonnet-Lebrun et al. 2021,0.157,0.043,0.77,11,0,0.727,0.25,0.326,5,0.25,"Bradbury et al. 2014, Borkenhagen et al. 2018, Busch and Garthe 2018, Cook et al. 2012, Cook et al. 2018, Furness et al. 2013, Humphries et al. 2023, Johnston et al. 2014, Johnston and Cook 2016, Skov et al. 2018",0.42,0,0.75,4,0.333,0.75,0.25,0.444,1,0.5,"Cook et al. 2012, Peschko et al. 2020b, Skov et al. 2018, Vanermen et al. 2017",0.02823,0.052,9,0.031
6485,Gulls,Western Gull,WEGU,Larus occidentalis,NA,NA,NA,3,0.5,0.335,0.22,0.53,3,0.5,NA,0.105,0.105,NA,0.105,1,0.833,0,0.25,0.361,0.5,Shaffer et al. 2017,0.35,0.038,0.473,9,0,0.435,0.5,0.312,5,0.1,"similar spp: HEEG/GBBG: Borkenhagen et al. 2018, Bradbury et al. 2014, Johnston and Cook 2016; GBBG: Cook et al. 2012, Furness et al. 2013, Johnston et al. 2014, Skov et al. 2018; SBGU: Mikami et al. 2022; gull spp: Cook et al. 2018",0.298,0,0.473,3,0.5,0.473,0.5,0.491,1,0.5,"similar spp: gulls: Cook et al. 2012, Krijgsveld et al. 2011; GBBG: Cook et al. 2014, Skov et al. 2018",0.02582,0.055,9,0.025
6718,Terns,Elegant Tern,ELTE,Thalasseus elegans,NA,NA,NA,1,0.5,0.77,0.67,0.87,5,0.5,NA,0.38,0.354,0.406,0.38,1,0.833,0.2,0.5,0.511,0.5,similar spp: CATE: Rueda-Uribe et al. 2022,0.1,0.036,0.32,7,0,0.284,0.5,0.261,5,0.5,"similar spp: Borkenhagen et al. 2018, Bradbury et al. 2014, Cook et al. 2012, Fijn and Collier 2022, Furness et al. 2013, Johnston et al. 2014, Johnston and Cook 2016",0.486,0.28,0.7,4,0.333,0.42,0.5,0.418,1,0.5,"similar spp: Cook et al. 2012; SATE: Harwood et al. 2017, Krijgsveld et al. 2011, van Bemmelen et al. 2023",0.01952,0.056,10.33,0.125
6725,Terns,Royal Tern,ROYT,Thalasseus maximus,NA,NA,NA,1,0.5,0.82,0.77,0.87,5,0.5,NA,0.38,0.354,0.406,0.38,1,0.833,0.1,0.5,0.478,0.5,similar spp: CATE: Rueda-Uribe et al. 2022,0.1,0.036,0.32,7,0,0.284,0.5,0.261,5,0.5,"similar spp: Borkenhagen et al. 2018, Bradbury et al. 2014, Cook et al. 2012, Fijn and Collier 2022, Furness et al. 2013, Johnston et al. 2014, Johnston and Cook 2016",0.486,0.28,0.7,4,0.333,0.42,0.5,0.418,1,0.5,"similar spp: Cook et al. 2012; SATE: Harwood et al. 2017, Krijgsveld et al. 2011, van Bemmelen et al. 2023",0.01952,0.052,10,0.125
6686,Terns,Common Tern,COTE,Sterna hirundo,NA,NA,NA,1,0.5,0.75,0.59,0.91,5,0.5,NA,0.38,0.354,0.406,0.38,1,0.833,0.32,0.5,0.551,0.5,similar spp: CATE: Rueda-Uribe et al. 2022,0.1,0.074,0.127,3,0.5,0.053,0.25,0.268,5,0.5,"Bradbury et al. 2014, Cook et al. 2012, Johnston et al. 2014",0.486,0.28,0.7,4,0.333,0.42,0.5,0.418,1,0.5,"similar spp: Cook et al. 2012; SATE: Harwood et al. 2017, Krijgsveld et al. 2011, van Bemmelen et al. 2023",0.01952,0.062,11,0.125
6318,Jaegers and Skuas,Long-tailed Jaeger,LTJA,Stercorarius longicaudus,0.05,NA,NA,1,0.25,0.84,0.84,NA,5,0.25,0.445,0.42,0.37,0.47,0.433,5,0.167,0.1,0.5,0.256,0.25,"Bonnet-Lebrun et al. 2021, Drew et al. 2005; similar spp: Adams et al. 2016, Takekawa et al. 2017; GRSK: Potiek et al. 2019",0.042,0.039,0.1,4,0.333,0.061,0.5,0.298,5,0.5,"similar spp: Bradbury et al. 2014, Cook et al. 2012, Johnston et al. 2014, Thaxter et al. 2015",0.14,0,0.28,2,0.667,0.28,0.5,0.482,5,0.5,"similar spp: skuas: Cook et al. 2012, Krijgsveld et al. 2011",0.01544,0.037,12.33,0.063
6567,Terns,Black Skimmer,BLSK,Rynchops niger,NA,NA,NA,1,0.5,0.865,0.8,0.93,5,0.1,NA,0.38,0.354,0.406,0.38,1,0.833,0.13,0.5,0.488,0.3,similar spp: CATE: Rueda-Uribe et al. 2022,0.078,0.037,0.505,5,0.167,0.467,0.5,0.378,5,0.5,"similar spp: Bradbury et al. 2014, Cook et al. 2012, Furness et al. 2013,  Johnston et al. 2014, Robinson Willmott et al. 2013",0.486,0.28,0.7,4,0.333,0.42,0.5,0.418,1,0.5,"similar spp: Cook et al. 2012; SATE: Harwood et al. 2017, Krijgsveld et al. 2011, van Bemmelen et al. 2023",0.01513,0.077,9,0.075
6657,Terns,Caspian Tern,CATE,Hydroprogne caspia,NA,NA,NA,5,0.1,0.865,0.8,0.93,5,0.1,NA,0.38,0.354,0.406,0.38,1,0.833,0.13,0.25,0.404,0.1,Rueda-Uribe et al. 2022,0.078,0.037,0.505,5,0.167,0.467,0.5,0.378,5,0.5,"similar spp: Bradbury et al. 2014, Cook et al. 2012, Furness et al. 2013, Harwood et al. 2018, Johnston et al. 2014, Robinson Willmott et al. 2013, Thaxter et al. 2015",0.486,0.28,0.7,4,0.333,0.42,0.5,0.418,1,0.5,"similar spp: Cook et al. 2012; SATE: Harwood et al. 2017, Krijgsveld et al. 2011, van Bemmelen et al. 2023",0.01513,0.064,11,0.025
6670,Terns,Forsters Tern,FOTE,Sterna forsteri,NA,NA,NA,1,0.5,0.69,0.4,0.98,5,0.5,NA,0.38,0.354,0.406,0.38,1,0.833,0.58,0.5,0.638,0.5,similar spp: CATE: Rueda-Uribe et al. 2022,0.078,0.037,0.505,5,0.167,0.467,0.5,0.378,5,0.5,"similar spp: Bradbury et al. 2014, Cook et al. 2012, Furness et al. 2013, Johnston et al. 2014, Robinson Willmott et al. 2013",0.486,0.28,0.7,4,0.333,0.42,0.5,0.418,1,0.5,"similar spp: Cook et al. 2012; SATE: Harwood et al. 2017, Krijgsveld et al. 2011, van Bemmelen et al. 2023",0.01513,0.101,11,0.125
6323,Jaegers and Skuas,Pomarine Jaeger,POJA,Stercorarius pomarinus,0.05,NA,NA,1,0.25,0.79,0.76,0.82,3,0.5,0.42,0.355,0.22,0.47,0.388,5,0.167,0.25,0.5,0.306,0.375,"Adams et al. 2016, Drew et al. 2005, Takekawa et al. 2017; similar spp: SPSK/LTJA: Bonnet-Lebrun et al. 2021; GRSK: Potiek et al. 2019",0.042,0.039,0.1,4,0.333,0.061,0.5,0.298,5,0.5,"similar spp: Bradbury et al. 2014, Cook et al. 2012, Johnston et al. 2014, Thaxter et al. 2015",0.14,0,0.28,2,0.667,0.28,0.5,0.482,5,0.5,"similar spp: skuas: Cook et al. 2012, Krijgsveld et al. 2011",0.01383,0.044,11.67,0.094
6321,Jaegers and Skuas,Parasitic Jaeger,PAJA,Stercorarius parasiticus,0.05,NA,NA,1,0.5,0.785,0.73,0.84,5,0.5,0.418,0.355,0.22,0.47,0.386,5,0.167,0.25,0.5,0.306,0.5,"Drew et al. 2005; similar spp: Adams et al. 2016, Takekawa et al. 2017; SPSK/LTJA: Bonnet-Lebrun et al. 2021; GRSK: Potiek et al. 2019",0.042,0.039,0.1,4,0.333,0.061,0.5,0.298,5,0.5,"similar spp: Bradbury et al. 2014, Cook et al. 2012, Johnston et al. 2014, Thaxter et al. 2015",0.14,0,0.28,2,0.667,0.28,0.5,0.482,5,0.5,"similar spp: skuas: Cook et al. 2012, Krijgsveld et al. 2011",0.01379,0.044,12.33,0.125
6415,Gulls,Sabines Gull,SAGU,Xema sabini,NA,NA,NA,2,0.5,0.78,0.65,0.91,3,0.5,NA,0.268,0.105,0.388,0.268,4,0.333,0.283,0.5,0.372,0.5,similar spp: BTGU: Park et al. 2024; HERG: VanDonk et al. 2018; LBBG: Brown et al. 2023; WEGU: Shaffer et al. 2017,0.07,0.038,0.18,5,0.167,0.142,0.5,0.27,5,0.25,"similar spp: BHGU: Furness et al. 2013; BHGU/LIGU: Bradbury et al. 2014, Cook et al. 2012, Johnston et al. 2014; gull spp: Cook et al. 2018",0.283,0,0.89,4,0.333,0.89,0.5,0.574,2,0.5,"similar spp: small gulls: Cook et al. 2014; gulls: Cook et al. 2012, Krijgsveld et al. 2011; LIGU: Vanermen et al. 2017",0.01333,0.058,9.33,0.063
6422,Gulls,Bonapartes Gull,BOGU,Chroicocephalus philadelphia,NA,NA,NA,2,0.5,0.365,0.32,0.41,3,0.5,NA,0.268,0.105,0.388,0.268,4,0.333,0.283,0.5,0.372,0.5,similar spp: BTGU: Park et al. 2024; HERG: VanDonk et al. 2018; LBBG: Brown et al. 2023; WEGU: Shaffer et al. 2017,0.07,0.038,0.18,5,0.167,0.142,0.5,0.27,5,0.25,"similar spp: BHGU: Furness et al. 2013; BHGU/LIGU: Bradbury et al. 2014, Cook et al. 2012, Johnston et al. 2014; gull spp: Cook et al. 2018",0.283,0,0.89,4,0.333,0.89,0.5,0.574,2,0.5,"similar spp: small gulls: Cook et al. 2014; gulls: Cook et al. 2012, Krijgsveld et al. 2011; LIGU: Vanermen et al. 2017",0.01333,0.058,9.33,0.063
6332,Jaegers and Skuas,South Polar Skua,SPSK,Stercorarius maccormicki,0.05,NA,NA,1,0.5,0.78,0.72,0.84,4,0.5,0.415,0.28,0.22,0.34,0.348,5,0.167,0.12,0.5,0.262,0.5,"Bonnet-Lebrun et al. 2021, Drew et al. 2005; similar spp: Adams et al. 2016, Takekawa et al. 2017; GRSK: Potiek et al. 2019",0.042,0.039,0.1,4,0.333,0.061,0.5,0.298,5,0.5,"similar spp: Bradbury et al. 2014, Cook et al. 2012, Johnston et al. 2014, Thaxter et al. 2015",0.14,0,0.28,2,0.667,0.28,0.5,0.482,5,0.5,"similar spp: skuas: Cook et al. 2012, Krijgsveld et al. 2011",0.0124,0.038,12,0.125
6638,Terns,Least Tern,LETE,Sternula antillarum,NA,NA,NA,1,0.5,0.61,0.61,NA,5,0.5,NA,0.38,0.354,0.406,0.38,1,0.833,0.052,0.5,0.462,0.5,similar spp: CATE: Rueda-Uribe et al. 2022,0.06,0.036,0.1,5,0.167,0.064,0.5,0.244,5,0.25,"similar spp: Bradbury et al. 2014, Cook et al. 2012, Furness et al. 2013, Johnston et al. 2014, Johnston and Cook 2016",0.486,0.28,0.7,4,0.333,0.42,0.5,0.418,1,0.5,"similar spp: Cook et al. 2012; SATE: Harwood et al. 2017, Krijgsveld et al. 2011, van Bemmelen et al. 2023",0.01171,0.047,8.33,0.063
6649,Terns,Gull-billed Tern,GBTE,Gelochelidon nilotica,NA,NA,NA,1,0.5,0.775,0.68,0.87,5,0.5,NA,0.38,0.354,0.406,0.38,1,0.833,0.19,0.5,0.508,0.5,similar spp: CATE: Rueda-Uribe et al. 2022,0.06,0.036,0.1,5,0.167,0.064,0.5,0.244,5,0.25,"similar spp: Bradbury et al. 2014, Cook et al. 2012, Furness et al. 2013, Johnston et al. 2014, Johnston and Cook 2016",0.486,0.28,0.7,4,0.333,0.42,0.5,0.418,1,0.5,"similar spp: Cook et al. 2012; SATE: Harwood et al. 2017, Krijgsveld et al. 2011, van Bemmelen et al. 2023",0.01171,0.052,11,0.063
6664,Terns,Black Tern,BLTE,Chlidonias niger,NA,NA,NA,1,0.5,0.775,0.68,0.87,5,0.5,NA,0.38,0.354,0.406,0.38,1,0.833,0.19,0.5,0.508,0.5,similar spp: CATE: Rueda-Uribe et al. 2022,0.06,0.036,0.1,5,0.167,0.064,0.5,0.244,5,0.25,"similar spp: Bradbury et al. 2014, Cook et al. 2012, Furness et al. 2013, Johnston et al. 2014, Johnston and Cook 2016",0.486,0.28,0.7,4,0.333,0.42,0.5,0.418,1,0.5,"similar spp: Cook et al. 2012; SATE: Harwood et al. 2017, Krijgsveld et al. 2011, van Bemmelen et al. 2023",0.01171,0.052,8.33,0.063
7168,Boobies,Red-footed Booby,RFBO,Sula sula,0.12,0.12,NA,NA,NA,0.71,0.71,NA,NA,NA,0.415,NA,NA,NA,0.415,1,0.833,0,0.25,0.361,NA,Adams et al. 2020,0.198,0.027,0.315,1,0.833,0,0.25,0.361,NA,NA,Adams et al. 2020,0.865,0.64,0.97,10,0,0.33,0.75,0.36,NA,NA,"similar spp: NOGA: Cook et al. 2012, Cook et al. 2014, Gauld et al. 2022, Krijgsveld et al. 2011, Peschko et al. 2021, Rehfisch et al. 2014, Skov et al. 2018, Vanermen et al. 2016, Vanermen et al. 2017, Vanermen et al. 2022",0.01109,0.047,NA,0
7288,Pelicans,American White Pelican,AWPE,Pelecanus erythrorhynchos,0.001,NA,NA,1,0.5,0.555,0.5,0.61,3,0.5,0.278,0.26,0.2,0.32,0.269,6,0,0.11,0.5,0.203,0.5,"Knopf and Evans 2020; similar spp: BRPE: Adams et al. 2016, Croll et al. 1986, Drew et al. 2005, D. Jaques pers. comm. 2024, Takekawa et al. 2017",0.305,0.21,0.4,1,0.833,0.19,0.75,0.591,5,0.5,Robinson Willmott et al. 2013,0.865,0.64,0.97,10,0,0.33,0.75,0.36,5,NA,"similar spp: NOGA: Cook et al. 2012, Cook et al. 2014, Gauld et al. 2022, Krijgsveld et al. 2011, Peschko et al. 2021, Rehfisch et al. 2014, Skov et al. 2018, Vanermen et al. 2016, Vanermen et al. 2017, Vanermen et al. 2022",0.01108,0.043,11.67,0
7289,Pelicans,Brown Pelican,BRPE,Pelecanus occidentalis,0.001,NA,NA,1,0.25,0.555,0.5,0.61,3,0.25,0.278,0.26,0.2,0.32,0.269,5,0.167,0.11,0.25,0.176,0.25,"Adams et al. 2016, Croll et al. 1986, Drew et al. 2005, D. Jaques pers. comm. 2024, Takekawa et al. 2017",0.305,0.21,0.4,1,0.833,0.19,0.75,0.591,5,0.5,Robinson Willmott et al. 2013,0.865,0.64,0.97,10,0,0.33,0.75,0.36,5,NA,"similar spp: NOGA: Cook et al. 2012, Cook et al. 2014, Gauld et al. 2022, Krijgsveld et al. 2011, Peschko et al. 2021, Rehfisch et al. 2014, Skov et al. 2018, Vanermen et al. 2016, Vanermen et al. 2017, Vanermen et al. 2022",0.01108,0.037,11.67,0
6830,Albatross,Short-tailed Albatross,STAL,Phoebastria albatrus,0.617,0.605,0.63,3,0.5,0.73,0.73,NA,4,0.5,0.674,NA,0.31,0.77,0.674,4,0.333,0.025,0.25,0.203,0.5,"similar spp: Adams et al. 2016, Adams et al. 2020, Drew et al. 2005, Takekawa et al. 2017",0.026,0.026,NA,1,0.833,0,0.5,0.444,3,0.5,similar spp: Adams et al. 2020,0.39,0.28,0.5,2,0.667,0.22,0.5,0.462,1,0.5,similar spp: Cook et al. 2012; NOFU: Krijgsveld et al. 2011,0.01056,0.042,7.33,0.125
6827,Albatross,Laysan Albatross,LAAL,Phoebastria immutabilis,0.595,0.56,0.63,4,0.25,0.75,0.63,0.82,4,0.5,0.673,NA,0.31,0.77,0.673,3,0.5,0.19,0.25,0.313,0.375,"Adams et al. 2020, Conners et al. 2015, Drew et al. 2005",0.026,0.026,NA,1,0.833,0,0.25,0.361,3,0.5,Adams et al. 2020,0.39,0.28,0.5,2,0.667,0.22,0.5,0.462,1,0.5,similar spp: Cook et al. 2012; NOFU: Krijgsveld et al. 2011,0.01054,0.052,8,0.094
6828,Albatross,Black-footed Albatross,BFAL,Phoebastria nigripes,0.65,0.65,NA,4,0.25,0.68,0.63,0.79,4,0.5,0.665,NA,0.31,0.77,0.665,5,0.167,0.16,0.5,0.276,0.375,"Adams et al. 2016, Conners et al. 2015, Drew et al. 2005, Takekawa et al. 2017; similar spp: LAAL: Adams et al. 2020",0.026,0.026,NA,1,0.833,0,0.5,0.444,3,0.5,similar spp: Adams et al. 2020,0.39,0.28,0.5,2,0.667,0.22,0.5,0.462,1,0.5,similar spp: Cook et al. 2012; NOFU: Krijgsveld et al. 2011,0.01043,0.057,8,0.094
728,Sea Ducks,Red-breasted Merganser,RBME,Mergus serrator,0.001,NA,NA,1,0.1,0.214,0.21,NA,1,0.1,0.107,NA,NA,NA,0.107,2,0.667,0,0.25,0.306,0.1,"Craik et al. 2020, Drew et al. 2005",0.273,0.02,0.347,3,0.5,0.327,0.5,0.442,5,0.5,"similar spp: COEI: Bradbury et al. 2014, Johnston et al. 2014, Thaxter et al. 2015",0.735,0.71,0.758,2,0.667,0.048,0.75,0.488,2,0.5,"similar spp: seaducks: Cook et al. 2012, Krijgsveld et al. 2011",0.00777,0.066,8,0.025
6892,Storm-Petrels,Leachs Storm-Petrel,LESP,Hydrobates leucorhous,0.727,0.52,0.82,4,0.25,0.55,0.313,0.97,3,0.25,NA,0.62,0.5,0.71,0.62,1,0.833,0.21,0.25,0.431,0.25,Bonnet-Lebrun et al. 2021,0.02,0.02,NA,1,0.833,0.02,0.25,0.368,1,0.1,Bradbury et al. 2014,0.39,0.28,0.5,2,0.667,0.22,0.5,0.462,1,0.5,similar spp: Cook et al. 2012; NOFU: Krijgsveld et al. 2011,0.00756,0.073,5.67,0.013
720,Sea Ducks,Common Merganser,COME,Mergus merganser,0.001,NA,NA,1,0.25,0.188,0.19,NA,1,0.25,0.095,NA,NA,NA,0.095,2,0.667,0,0.25,0.306,0.25,"Pearce et al. 2020, Drew et al. 2005",0.273,0.02,0.347,3,0.5,0.327,0.5,0.442,5,0.5,"similar spp: COEI: Bradbury et al. 2014, Johnston et al. 2014, Thaxter et al. 2015",0.735,0.71,0.758,2,0.667,0.048,0.75,0.488,2,0.5,"similar spp: seaducks: Cook et al. 2012, Krijgsveld et al. 2011",0.00685,0.066,8,0.063
6853,Storm-Petrels,Wilsons Storm-Petrel,WISP,Oceanites oceanicus,0.727,0.52,0.82,4,0.25,0.55,0.313,0.98,3,0.25,0.639,0.61,0.5,0.71,0.624,7,0,0.667,0.5,0.389,0.25,"similar spp: Adams et al. 2016, Drew et al. 2005, Takekawa et al. 2017; LESP: Bonnet-Lebrun et al. 2021, CFSP: Medrano et al. 2022, Medrano et al. 2024; EUSP: Militao et al. 2022",0.016,0,0.013,1,0.833,0.013,0.25,0.365,1,0.5,Bradbury et al. 2014,0.39,0.28,0.5,2,0.667,0.22,0.5,0.462,1,0.5,similar spp: Cook et al. 2012; NOFU: Krijgsveld et al. 2011,0.00619,0.066,5.67,0.063
